Description,Language,dependecies_found
"Program to find core gene consensus synteny, hotspots between these, and construct spatially aware multiple sequence alignments of core genes ",Python,"[""biopython"", ""gffutils"", ""networkx"", ""numpy"", ""pylint""]"
A tooL for Prokaryotic Phylogeny And Clustering Analysis,Nextflow,[]
A lightweight python-based framework for high-throughput material simulation,Python,"[""ase"", ""furo"", ""ipywidgets"", ""m2r2"", ""nbsphinx"", ""numpy"", ""pyyaml"", ""sphinx_rtd_theme""]"
,,
A Julia package for Cluster Validity Indices (CVIs).,Julia,[]
Easy visualization and evaluation of matrix and tensor factorization models,Python,"[""autodocsumm"", ""black"", ""build"", ""bump2version"", ""coverage"", ""flake8"", ""isort"", ""numpydoc"", ""pip"", ""plotly"", ""pytest"", ""pytest-cov"", ""pytest-randomly"", ""sphinx"", ""sphinx-gallery"", ""sphinxcontrib-bibtex"", ""tensorly"", ""tensorly_sphinx_theme"", ""tox"", ""twine"", ""wheel""]"
Prediction Performance Metrics,R,"[""DBI"", ""RSQLite"", ""apsimx"", ""dplyr"", ""energy"", ""ggplot2"", ""ggpp"", ""knitr"", ""minerva"", ""purrr"", ""rlang"", ""rmarkdown"", ""stats"", ""testthat"", ""tidyr"", ""utils""]"
Benchmarking framework for Feature Selection and Feature Ranking algorithms 🚀,Python,"[""Boruta"", ""PyYAML"", ""SQLAlchemy"", ""black"", ""dataclasses"", ""humanfriendly"", ""hydra-colorlog"", ""hydra-core"", ""l2x-synthetic"", ""mypy"", ""numpy"", ""openml"", ""overrides"", ""pandas"", ""protobuf"", ""pytest"", ""pytest-cov"", ""pytest-dependency"", ""scikit-learn"", ""scipy"", ""shortuuid"", ""skfeature-chappers"", ""skrebate"", ""types-PyYAML"", ""types-dataclasses"", ""wandb"", ""xgboost""]"
Fast Implementation of Generalised Geodesic Distance Transform for CPU (OpenMP) and GPU (CUDA),C++,[]
,,
,C#,[]
NuclearToolkit.jl: Julia package for nuclear structure calculations,Julia,[]
Bayesian spatial analysis,R,"[""BH"", ""MASS"", ""Matrix"", ""Rcpp"", ""RcppEigen"", ""RcppParallel"", ""StanHeaders"", ""bayesplot"", ""ggplot2"", ""graphics"", ""gridExtra"", ""knitr"", ""methods"", ""rmarkdown"", ""rstan"", ""rstantools"", ""sf"", ""signs"", ""spData"", ""spdep"", ""stats"", ""testthat"", ""truncnorm"", ""utils""]"
"ARDL, ECM and Bounds-Test for Cointegration",R,"[""aod"", ""dplyr"", ""dynlm"", ""ggplot2"", ""gridExtra"", ""lmtest"", ""msm"", ""qpcR"", ""sandwich"", ""stringr"", ""strucchange"", ""testthat"", ""tseries"", ""zoo""]"
Simulation of eco-evolutionary dynamics on multi-trait networks,Julia,[]
Extract face growth rate data from x-ray video of growing crystals.,Python,[]
,,
,,
"Python library and command line script , for fast extraction of subtrees of fairly large trees, consisting of millions of nodes, such as the NCBI taxonomy tree.",Python,"[""PyYAML"", ""docopt"", ""docopts"", ""loguru"", ""mariadb"", ""mysql"", ""myst_parser"", ""ntdownload"", ""schema"", ""sh"", ""snacli"", ""sqlalchemy"", ""sqlalchemy_repr"", ""tqdm""]"
Package Information and Documentation,Julia,[]
A Python package for IDyOM,Jupyter Notebook,[]
Framework for Information Theoretical analysis of Electrophysiological data and Statistics,Python,"[""h5netcdf"", ""joblib"", ""mne"", ""netCDF4"", ""numpy"", ""scikit-learn"", ""scipy"", ""xarray""]"
A model to predict Total ELectricity Loads (TELL),Python,"[""Fiona"", ""Pillow"", ""PyMeeus"", ""PyYAML"", ""Rtree"", ""Shapely"", ""attrs"", ""build"", ""certifi"", ""charset-normalizer"", ""click"", ""click-plugins"", ""cligj"", ""convertdate"", ""cycler"", ""fastparquet"", ""fonttools"", ""geopandas"", ""hijri-converter"", ""holidays"", ""idna"", ""joblib"", ""kiwisolver"", ""korean-lunar-calendar"", ""matplotlib"", ""munch"", ""nbsphinx"", ""numpy"", ""openpyxl"", ""packaging"", ""pandas"", ""pyparsing"", ""pyproj"", ""pytest"", ""pytest-cov"", ""python-dateutil"", ""pytz"", ""recommonmark"", ""requests"", ""scikit-learn"", ""scipy"", ""setuptools"", ""six"", ""sphinx"", ""sphinx-design"", ""sphinx-rtd-theme"", ""threadpoolctl"", ""twine"", ""urllib3""]"
"villager is an extensible agent based modeling (ABM) framework for the R language. It supports agents, agent aggregations and their associated resources, as well as flexible data management.",R,"[""R6"", ""covr"", ""dplyr"", ""knitr"", ""leaflet"", ""pandoc"", ""plotly"", ""readr"", ""remotes"", ""rmarkdown"", ""roxygen2"", ""testthat"", ""uuid""]"
Workflow and Template Toolkit for Simulation (WATTS),Python,"[""Jinja2"", ""astropy"", ""click"", ""dill"", ""numpy"", ""pandas"", ""platformdirs"", ""prettytable"", ""pydata_sphinx_theme"", ""pytest"", ""sphinx"", ""sphinx-autodoc-typehints"", ""sphinx-favicon"", ""sphinx_design"", ""uncertainties""]"
Python solution for communicating with peripheral ICs,Python,"[""h5py"", ""matplotlib"", ""numfi"", ""numpy"", ""openpyxl"", ""pandas"", ""pyyaml"", ""scipy""]"
pocoMC: A Python implementation of Preconditioned Monte Carlo for accelerated Bayesian Computation,Python,"[""dill"", ""furo"", ""multiprocess"", ""myst_nb"", ""numpy"", ""scipy"", ""torch"", ""tqdm"", ""zuko""]"
"One-dimensional unsteady compressible reacting flow simulation framework, designed for simple prototyping and testing of novel reduced-order model methods.",Python,"[""gdown"", ""matplotlib"", ""numpy"", ""packaging"", ""scipy"", ""sphinxcontrib-bibtex""]"
automated measurements of global asteroseismic parameters,Python,"[""asteroid_sphinx_theme"", ""astropy"", ""matplotlib"", ""nbsphinx"", ""numpy"", ""pandas"", ""scipy"", ""sphinx_panels"", ""sphinx_rtd_theme"", ""tqdm""]"
Deep learning made topological.,Python,"[""Pillow"", ""captum"", ""dotmap"", ""einops"", ""giotto-ph"", ""giotto-tda"", ""google-cloud-storage"", ""gudhi"", ""h5py"", ""html2image"", ""ipython"", ""jsonpickle"", ""kaleido"", ""matplotlib"", ""matplotlib_venn"", ""mysql-connector-python"", ""networkx"", ""numpy"", ""optuna"", ""pandas"", ""plotly"", ""pre-commit"", ""psutil"", ""redis"", ""rq"", ""rq-dashboard"", ""scikit-learn"", ""scipy"", ""spacy"", ""sphinx_rtd_theme"", ""sympy"", ""tensorboard"", ""torch"", ""torch-tb-profiler"", ""torchdata"", ""torchdiffeq"", ""torchensemble"", ""torchtext"", ""torchvision"", ""tqdm"", ""transformers"", ""typing_extensions"", ""wget""]"
quadcleanR: A customizable tool to clean up ecological data collected from quadrats. ,HTML,[]
,Python,"[""appdirs"", ""certifi"", ""charset-normalizer"", ""classifiers"", ""cloudpickle"", ""colorama"", ""dask"", ""dev"", ""fsspec"", ""homepage"", ""idna"", ""keywords"", ""lazy-loader"", ""license"", ""locket"", ""maintainers"", ""multipledispatch"", ""natsort"", ""numpy"", ""packaging"", ""pandas"", ""pandas-flavor"", ""partd"", ""pathlib"", ""pooch"", ""pyjanitor"", ""pyparsing"", ""python"", ""python-dateutil"", ""pytz"", ""pyyaml"", ""readme"", ""repository"", ""requests"", ""scipy"", ""six"", ""toolz"", ""tqdm"", ""urllib3"", ""xarray""]"
PYroMat thermodynamic properties in Python,Python,[]
📚Bioinformatics Technology Lab common code library,C++,[]
Clone of the Bioconductor repository for the basilisk package.,R,"[""BiocStyle"", ""callr"", ""dir.expiry"", ""knitr"", ""methods"", ""parallel"", ""reticulate"", ""rmarkdown"", ""testthat"", ""utils""]"
,,
Eureka! is a data reduction and analysis pipeline intended for time-series observations with JWST and HST.,Python,[]
Black-box abm calibration kit by the Bank of Italy,Python,"[""Mesa"", ""anyio"", ""appnope"", ""argon2-cffi"", ""argon2-cffi-bindings"", ""arrow"", ""asttokens"", ""async-lru"", ""attrs"", ""babel"", ""backports-tarfile"", ""backrefs"", ""bandit"", ""beautifulsoup4"", ""binaryornot"", ""black"", ""bleach"", ""bokeh"", ""cachetools"", ""certifi"", ""cffi"", ""chardet"", ""charset-normalizer"", ""classifiers"", ""click"", ""cloudpickle"", ""codecov"", ""colorama"", ""comm"", ""contourpy"", ""cookiecutter"", ""coverage"", ""cryptography"", ""cycler"", ""darglint"", ""debugpy"", ""decorator"", ""defusedxml"", ""distlib"", ""documentation"", ""docutils"", ""dynetx"", ""exceptiongroup"", ""executing"", ""fastjsonschema"", ""filelock"", ""fonttools"", ""fqdn"", ""future"", ""ghp-import"", ""gitdb"", ""gitpython"", ""gymnasium"", ""gymnasium-notices"", ""h11"", ""h5py"", ""homepage"", ""httpcore"", ""httpx"", ""humanize"", ""hypothesis"", ""idna"", ""igraph"", ""importlib-metadata"", ""importlib-resources"", ""iniconfig"", ""ipykernel"", ""ipython"", ""ipyvue"", ""ipyvuetify"", ""ipywidgets"", ""isoduration"", ""jaraco-classes"", ""jaraco-context"", ""jaraco-functools"", ""jax-jumpy"", ""jedi"", ""jeepney"", ""jinja2"", ""joblib"", ""json5"", ""jsonpointer"", ""jsonschema"", ""jsonschema-specifications"", ""jupyter"", ""jupyter-client"", ""jupyter-console"", ""jupyter-core"", ""jupyter-events"", ""jupyter-lsp"", ""jupyter-server"", ""jupyter-server-terminals"", ""jupyterlab"", ""jupyterlab-pygments"", ""jupyterlab-server"", ""jupyterlab-widgets"", ""keyring"", ""keywords"", ""kiwisolver"", ""license"", ""markdown"", ""markdown-include"", ""markdown-it-py"", ""markupsafe"", ""matplotlib"", ""matplotlib-inline"", ""mdurl"", ""mergedeep"", ""mesa"", ""mesa-viz-tornado"", ""mistletoe"", ""mistune"", ""mkdocs"", ""mkdocs-autorefs"", ""mkdocs-get-deps"", ""mkdocs-material"", ""mkdocs-material-extensions"", ""mkdocstrings"", ""mkdocstrings-python-legacy"", ""mknotebooks"", ""more-itertools"", ""mypy"", ""mypy-extensions"", ""nbclient"", ""nbconvert"", ""nbformat"", ""nbmake"", ""ndlib"", ""nest-asyncio"", ""netdispatch"", ""networkx"", ""nh3"", ""notebook"", ""notebook-shim"", ""numpy"", ""overrides"", ""packaging"", ""paginate"", ""pandas"", ""pandocfilters"", ""parso"", ""pathspec"", ""patsy"", ""pbr"", ""pexpect"", ""pillow"", ""pkginfo"", ""platformdirs"", ""pluggy"", ""prometheus-client"", ""prompt-toolkit"", ""psutil"", ""ptyprocess"", ""pure-eval"", ""pycparser"", ""pydocstyle"", ""pygments"", ""pymdown-extensions"", ""pyparsing"", ""pyproject-api"", ""pytest"", ""pytest-cov"", ""pytest-randomly"", ""python"", ""python-dateutil"", ""python-igraph"", ""python-json-logger"", ""python-slugify"", ""pytkdocs"", ""pytz"", ""pywin32"", ""pywin32-ctypes"", ""pywinpty"", ""pyyaml"", ""pyyaml-env-tag"", ""pyzmq"", ""reacton"", ""readme"", ""readme-renderer"", ""referencing"", ""repository"", ""requests"", ""requests-toolbelt"", ""rfc3339-validator"", ""rfc3986"", ""rfc3986-validator"", ""rich"", ""rich-click"", ""rpds-py"", ""ruff"", ""scikit-learn"", ""scipy"", ""seaborn"", ""secretstorage"", ""send2trash"", ""setuptools"", ""six"", ""smmap"", ""sniffio"", ""snowballstemmer"", ""solara"", ""solara-server"", ""solara-ui"", ""sortedcontainers"", ""soupsieve"", ""stack-data"", ""starlette"", ""statsmodels"", ""stevedore"", ""terminado"", ""text-unidecode"", ""texttable"", ""threadpoolctl"", ""tinycss2"", ""tomli"", ""tornado"", ""tox"", ""tqdm"", ""traitlets"", ""twine"", ""types-python-dateutil"", ""typing-extensions"", ""tzdata"", ""uri-template"", ""urllib3"", ""uvicorn"", ""virtualenv"", ""vulture"", ""watchdog"", ""watchfiles"", ""wcwidth"", ""webcolors"", ""webencodings"", ""websocket-client"", ""websockets"", ""widgetsnbextension"", ""xgboost"", ""xyzservices"", ""zipp""]"
DBMS-Benchmarker is a Python-based application-level blackbox benchmark tool for Database Management Systems (DBMS). It connects to a given list of DBMS (via JDBC) and runs a given list of parametrized and randomized (SQL) benchmark queries. Evaluations are available via a Python interface and on an interactive multi-dimensional dashboard.,HTML,[]
Tool for mass spectra metadata annotation.,Python,
Python testbed for the Quadratic Multiple Knapsack Problem (QMKP),Python,
A high performance Python graph library implemented in Rust.,Rust,
Scientific Computational Imaging COde,Python,
Interface between R and the OpenStreetMap-based routing service OSRM,R,
High-performance metaheuristics for optimization coded purely in Julia.,Julia,
Interface to the World Database on Protected Areas,R,
Python interface to CUTEst,Python,
System Dynamics Modeling in Python,Python,
MOEA/D is a general-purpose algorithm framework. It decomposes a multi-objective optimization problem into a number of single-objective optimization sub-problems and then uses a search heuristic to optimize these sub-problems simultaneously and cooperatively.,Python,
A community effort to develop an open standard library for Medical Physics in Python. Building quality transparent software together via peer review and open source distribution. Open code is better science.,Python,
General-purpose program synthesiser,Slash,
Global Sensitivity reporting for Explainable AI,Python,
CESAR-P code library,HTML,
A Python package for reliability assessment of modern distribution systems.,Python,
,,
,Python,"[""bibclean"", ""build"", ""decorator"", ""intersphinx_registry"", ""isort"", ""jinja2"", ""joblib"", ""matplotlib"", ""memory-profiler"", ""mne"", ""mypy"", ""numpy"", ""numpydoc"", ""packaging"", ""pandas"", ""pooch"", ""psutil"", ""pydata-sphinx-theme"", ""pymatreader"", ""pytest"", ""pytest-cov"", ""ruff"", ""scikit-learn"", ""scipy"", ""seaborn"", ""sphinx"", ""sphinx-copybutton"", ""sphinx-design"", ""sphinx-issues"", ""sphinx_gallery"", ""sphinxcontrib-bibtex"", ""twine""]"
An open-source Java library for Constraint Programming,Java,[]
Continuum mechanics toolkit,Python,"[""ipykernel"", ""matplotlib"", ""mechkit"", ""nbsphinx"", ""numpydoc"", ""pybtex"", ""sphinxcontrib-bibtex"", ""sympy""]"
The Panako acoustic fingerprinting system.,Java,[]
COINr,HTML,[]
Package for spectral characterization of (sub-)stellar objects,Python,"[""astropy"", ""autopep8"", ""codecov"", ""corner"", ""cython"", ""emcee"", ""flake8"", ""flake8-bandit"", ""flake8-docstrings"", ""h5py"", ""matplotlib"", ""nbsphinx"", ""nestle"", ""numpy"", ""pandas"", ""pandoc"", ""pytest"", ""pytest-cov"", ""scipy"", ""sphinx"", ""ultranest"", ""urllib3""]"
MNELAB – a GUI for MNE,Python,"[""edfio"", ""matplotlib"", ""mkdocs-material"", ""mne"", ""mne-qt-browser"", ""numpy"", ""pybv"", ""pyside6"", ""python-picard"", ""pyxdf"", ""scikit-learn"", ""scipy""]"
A multi-physics finite element solver for patient-specific blood flow simulation including fluid-structure interaction and cardiac electrophysiology,Fortran,[]
,Jupyter Notebook,[]
Python workflow tool for generating meshes from 2D and 3D image data,Jupyter Notebook,[]
Magic potions to clean and transform your data 🧙 ,R,"[""BH"", ""bayestestR"", ""boot"", ""brms"", ""curl"", ""data.table"", ""dplyr"", ""effectsize"", ""emmeans"", ""gamm4"", ""ggplot2"", ""gt"", ""haven"", ""httr"", ""insight"", ""knitr"", ""lme4"", ""mediation"", ""modelbased"", ""nanoparquet"", ""parameters"", ""performance"", ""poorman"", ""psych"", ""readr"", ""readxl"", ""rio"", ""rmarkdown"", ""rstanarm"", ""see"", ""stats"", ""testthat"", ""tibble"", ""tidyr"", ""tinytable"", ""utils"", ""withr""]"
A toolkit for semantic segmentation of volumetric data using PyTorch deep learning models,Python,"[""albumentations"", ""black"", ""classifiers"", ""h5py"", ""imagecodecs"", ""keywords"", ""license"", ""matplotlib"", ""model-predict-2d"", ""model-train-2d"", ""numpy"", ""pdoc"", ""pylint"", ""pytest"", ""pytest-cov"", ""python"", ""readme"", ""repository"", ""segmentation-models-pytorch"", ""termplotlib"", ""torch""]"
"Efficient global optimization toolbox in Rust: bayesian optimization, mixture of gaussian processes, sampling methods ",Rust,[]
python toolkits and GUI for multi-patch whole-cell data analysis and visualization,Python,"[""Pillow"", ""PyOpenGL"", ""PyOpenGL_accelerate"", ""PySide2"", ""appdirs"", ""colorcet"", ""cython"", ""furo"", ""future"", ""h5py"", ""hdmf"", ""joblib"", ""matplotlib"", ""morphio"", ""morphopy"", ""neo"", ""numpy"", ""pandas"", ""pyYAML"", ""pyabf"", ""pycairo"", ""pylru"", ""pynwb"", ""pyqt5"", ""pyqt5-sip"", ""pyqtgraph"", ""pyqtwebengine"", ""python-dateutil"", ""pytz"", ""scikit-image"", ""scikit-learn"", ""scipy"", ""seaborn"", ""tqdm""]"
Fast similarity search for genomic sequences via vantage-point trees,Cython,[]
Simulation of bifacial PV,Python,"[""Pillow"", ""Shapely"", ""bifacial_radiance"", ""black"", ""clyent"", ""daal"", ""ipython"", ""matplotlib"", ""nbformat"", ""numpy"", ""pandas"", ""pvfactors"", ""pvlib"", ""pyqt5"", ""pyqtwebengine"", ""python_dateutil"", ""pytz"", ""ray"", ""requests"", ""ruamel.yaml"", ""seaborn"", ""timezonefinder"", ""tqdm""]"
,,
CW Inference in Python,Python,"[""appdirs"", ""arby"", ""astropy"", ""autodoc"", ""bilby"", ""black"", ""codecov"", ""codespell"", ""configargparse"", ""corner"", ""coverage"", ""coverage-badge"", ""cweqgen"", ""gwosc"", ""gwpy"", ""healpy"", ""htcondor"", ""lalsuite"", ""libstempo"", ""lintegrate"", ""matplotlib"", ""myst-parser"", ""nbsphinx"", ""numba"", ""numpy"", ""numpydoc"", ""pesummary"", ""psrqpy"", ""pydata-sphinx-theme"", ""pytest"", ""pytest-astropy"", ""pytest-coverage"", ""pytest-runner"", ""pytest_socket"", ""requests"", ""scipy"", ""scitokens"", ""seaborn"", ""simpleeval"", ""solar-system-ephemerides"", ""sphinx"", ""sphinx-design"", ""sphinxcontrib-images"", ""sphinxcontrib-napoleon"", ""sphinxcontrib-programoutput""]"
A minimalistic framework for Numerical Association Rule Mining,Python,"[""alabaster"", ""babel"", ""certifi"", ""cfgv"", ""charset-normalizer"", ""click"", ""colorama"", ""contourpy"", ""coverage"", ""cycler"", ""distlib"", ""documentation"", ""docutils"", ""et-xmlfile"", ""exceptiongroup"", ""filelock"", ""fonttools"", ""homepage"", ""identify"", ""idna"", ""imagesize"", ""importlib-metadata"", ""importlib-resources"", ""iniconfig"", ""jinja2"", ""joblib"", ""keywords"", ""kiwisolver"", ""latexcodec"", ""license"", ""markupsafe"", ""matplotlib"", ""niaarm"", ""niapy"", ""nltk"", ""nodeenv"", ""numpy"", ""openpyxl"", ""optional"", ""packaging"", ""pandas"", ""pillow"", ""platformdirs"", ""plotly"", ""pluggy"", ""pre-commit"", ""pybtex"", ""pybtex-docutils"", ""pygments"", ""pyparsing"", ""pytest"", ""pytest-cov"", ""pytest-randomly"", ""python"", ""python-dateutil"", ""pytz"", ""pyyaml"", ""readme"", ""regex"", ""repository"", ""requests"", ""scikit-learn"", ""scipy"", ""six"", ""snowballstemmer"", ""sphinx"", ""sphinx-rtd-theme"", ""sphinxcontrib-applehelp"", ""sphinxcontrib-bibtex"", ""sphinxcontrib-devhelp"", ""sphinxcontrib-htmlhelp"", ""sphinxcontrib-jquery"", ""sphinxcontrib-jsmath"", ""sphinxcontrib-qthelp"", ""sphinxcontrib-serializinghtml"", ""tenacity"", ""threadpoolctl"", ""tomli"", ""tqdm"", ""tzdata"", ""urllib3"", ""virtualenv"", ""zipp""]"
Void Analysis Software Toolkit,Jupyter Notebook,[]
Statistical Mechanics on Lattices,Python,"[""IPython"", ""black"", ""coverage"", ""crystal_toolkit"", ""cvxopt"", ""cvxpy"", ""flake8"", ""gurobipy"", ""h5py"", ""ipython"", ""isort"", ""monty"", ""nbgitpuller"", ""nbsphinx"", ""nbsphinx-link"", ""numpy"", ""polytope"", ""pre-commit"", ""pycodestyle"", ""pydata-sphinx-theme"", ""pydocstyle"", ""pylint"", ""pymatgen"", ""pyscipopt"", ""pytest"", ""pytest-cov"", ""pytest-split"", ""scikit-learn"", ""sphinx"", ""sphinx-autodoc-typehints"", ""sphinx-copybutton"", ""sphinx_bootstrap_theme""]"
X-ray reflectometry reduction from Diamond Light Source,Python,"[""coverage"", ""ipywidgets"", ""jupyter-sphinx"", ""jupyterlab"", ""nbsphinx"", ""nexusformat"", ""numpy"", ""pandas"", ""pytest"", ""pytest-cov"", ""pytest-lazy-fixture"", ""pyyaml"", ""scipy"", ""setuptools"", ""sphinx"", ""sphinx-rtd-theme"", ""wheel""]"
